actor1,actor2,weight
"John Billingsley","Tony Todd",1
"Kazunari Ninomiya","Ken Watanabe",1
"Kazunari Ninomiya","Ryô Kase",1
"Kazunari Ninomiya","Tsuyoshi Ihara",1
"Ken Watanabe","Ryô Kase",1
"Ken Watanabe","Tsuyoshi Ihara",1
"Ryô Kase","Tsuyoshi Ihara",1
"Catinca Untaru","Justine Waddell",1
"Catinca Untaru","Kim Uylenbroek",1
"Catinca Untaru","Lee Pace",1
"Justine Waddell","Kim Uylenbroek",1
"Justine Waddell","Lee Pace",1
"Kim Uylenbroek","Lee Pace",1
"Adil Hussain","Irrfan Khan",1
"Adil Hussain","Suraj Sharma",1
"Adil Hussain","Tabu",1
"Irrfan Khan","Suraj Sharma",1
"Irrfan Khan","Tabu",1
"Suraj Sharma","Tabu",1
"Bill Murray","George Clooney",1
"Bill Murray","Jason Schwartzman",2
"Bill Murray","Meryl Streep",1
"George Clooney","Jason Schwartzman",1
"George Clooney","Meryl Streep",1
"Jason Schwartzman","Meryl Streep",1
"Danielle Proulx","Marc-André Grondin",1
"Danielle Proulx","Michel Côté",1
"Danielle Proulx","Émile Vallée",1
"Marc-André Grondin","Michel Côté",1
"Marc-André Grondin","Émile Vallée",1
"Michel Côté","Émile Vallée",1
"François Berléand","Gérard Jugnot",1
"François Berléand","Jean-Baptiste Maunier",1
"François Berléand","Kad Merad",1
"Gérard Jugnot","Jean-Baptiste Maunier",1
"Gérard Jugnot","Kad Merad",1
"Jean-Baptiste Maunier","Kad Merad",1
"Gwyneth Paltrow","Jeff Bridges",1
"Gwyneth Paltrow","Robert Downey Jr.",1
"Gwyneth Paltrow","Terrence Howard",1
"Jeff Bridges","Robert Downey Jr.",1
"Jeff Bridges","Terrence Howard",1
"Robert Downey Jr.","Terrence Howard",1
"Kate Ashfield","Lucy Davis",1
"Kate Ashfield","Nick Frost",1
"Kate Ashfield","Simon Pegg",1
"Lucy Davis","Nick Frost",1
"Lucy Davis","Simon Pegg",1
"Nick Frost","Simon Pegg",2
"Birol Ünel","Güven Kiraç",1
"Birol Ünel","Sibel Kekilli",1
"Birol Ünel","Zarah Jane McKenzie",1
"Güven Kiraç","Sibel Kekilli",1
"Güven Kiraç","Zarah Jane McKenzie",1
"Sibel Kekilli","Zarah Jane McKenzie",1
"Emmy Rossum","Kevin Bacon",1
"Emmy Rossum","Sean Penn",1
"Emmy Rossum","Tim Robbins",1
"Kevin Bacon","Sean Penn",1
"Kevin Bacon","Tim Robbins",1
"Sean Penn","Tim Robbins",1
"Daniel Radcliffe","Richard Griffiths",1
"Emma Watson","Richard Griffiths",1
"Richard Griffiths","Rupert Grint",1
"Jet Li","Maggie Cheung",1
"Jet Li","Tony Chiu-Wai Leung",1
"Jet Li","Ziyi Zhang",1
"Maggie Cheung","Ziyi Zhang",1
"Tony Chiu-Wai Leung","Ziyi Zhang",1
"Darío Grandinetti","Javier Cámara",1
"Darío Grandinetti","Leonor Watling",1
"Darío Grandinetti","Rosario Flores",1
"Javier Cámara","Leonor Watling",1
"Javier Cámara","Rosario Flores",1
"Leonor Watling","Rosario Flores",1
"Branko Djuric","Filip Sovagovic",1
"Branko Djuric","Georges Siatidis",1
"Branko Djuric","Rene Bitorajac",1
"Filip Sovagovic","Georges Siatidis",1
"Filip Sovagovic","Rene Bitorajac",1
"Georges Siatidis","Rene Bitorajac",1
"Beau Billingslea","Hiroyuki Okiura",1
"Beau Billingslea","Tensai Okamura",1
"Beau Billingslea","Yoshiyuki Takei",1
"Hiroyuki Okiura","Tensai Okamura",1
"Hiroyuki Okiura","Yoshiyuki Takei",1
"Tensai Okamura","Yoshiyuki Takei",1
"Chris Cooper","Clive Owen",1
"Chris Cooper","Franka Potente",1
"Chris Cooper","Matt Damon",1
"Clive Owen","Franka Potente",1
"Clive Owen","Matt Damon",1
"Franka Potente","Matt Damon",2
"Gastón Pauls","Graciela Tenenbaum",1
"Gastón Pauls","María Mercedes Villagra",1
"Gastón Pauls","Ricardo Darín",1
"Graciela Tenenbaum","María Mercedes Villagra",1
"Graciela Tenenbaum","Ricardo Darín",1
"María Mercedes Villagra","Ricardo Darín",1
"Chiwetel Ejiofor","Clive Owen",1
"Chiwetel Ejiofor","Julianne Moore",1
"Chiwetel Ejiofor","Michael Caine",1
"Clive Owen","Julianne Moore",1
"Clive Owen","Michael Caine",1
"Julianne Moore","Michael Caine",1
"Billy Crudup","Frances McDormand",1
"Billy Crudup","Kate Hudson",1
"Billy Crudup","Patrick Fugit",1
"Frances McDormand","Kate Hudson",1
"Frances McDormand","Patrick Fugit",1
"Kate Hudson","Patrick Fugit",1
"Jeanne Bates","Justin Theroux",1
"Jeanne Bates","Laura Harring",1
"Jeanne Bates","Naomi Watts",1
"Justin Theroux","Laura Harring",1
"Justin Theroux","Naomi Watts",1
"Laura Harring","Naomi Watts",1
"Ash Brannon","Lee Unkrich",1
"Ash Brannon","Tim Allen",1
"Ash Brannon","Tom Hanks",1
"Lee Unkrich","Tim Allen",1
"Lee Unkrich","Tom Hanks",1
"Burt Reynolds","Julianne Moore",1
"Burt Reynolds","Luis Guzmán",1
"Burt Reynolds","Mark Wahlberg",1
"Julianne Moore","Luis Guzmán",1
"Julianne Moore","Mark Wahlberg",1
"Luis Guzmán","Mark Wahlberg",1
"Issey Takahashi","Shigeru Muroi",1
"Issey Takahashi","Takashi Tachibana",1
"Issey Takahashi","Yoko Honna",1
"Shigeru Muroi","Takashi Tachibana",1
"Shigeru Muroi","Yoko Honna",1
"Takashi Tachibana","Yoko Honna",1
"Julian Arahanga","Mamaengaroa Kerr-Bell",1
"Julian Arahanga","Rena Owen",1
"Julian Arahanga","Temuera Morrison",1
"Mamaengaroa Kerr-Bell","Rena Owen",1
"Mamaengaroa Kerr-Bell","Temuera Morrison",1
"Rena Owen","Temuera Morrison",1
"Christian Slater","Dennis Hopper",1
"Christian Slater","Patricia Arquette",1
"Christian Slater","Val Kilmer",1
"Dennis Hopper","Patricia Arquette",1
"Dennis Hopper","Val Kilmer",1
"Patricia Arquette","Val Kilmer",1
"Benoît Régent","Julie Delpy",1
"Benoît Régent","Juliette Binoche",1
"Benoît Régent","Zbigniew Zamachowski",1
"Julie Delpy","Juliette Binoche",1
"Julie Delpy","Zbigniew Zamachowski",2
"Juliette Binoche","Zbigniew Zamachowski",1
"Emi Shinohara","Kôichi Yamadera",1
"Emi Shinohara","Osamu Saka",1
"Emi Shinohara","Takeshi Aono",1
"Kôichi Yamadera","Osamu Saka",1
"Kôichi Yamadera","Takeshi Aono",1
"Osamu Saka","Takeshi Aono",1
"Al Pacino","John Leguizamo",1
"Al Pacino","Penelope Ann Miller",1
"Al Pacino","Sean Penn",1
"John Leguizamo","Penelope Ann Miller",1
"John Leguizamo","Sean Penn",1
"Penelope Ann Miller","Sean Penn",1
"Anthony Michael Hall","Dianne Wiest",1
"Anthony Michael Hall","Johnny Depp",1
"Anthony Michael Hall","Winona Ryder",1
"Dianne Wiest","Johnny Depp",1
"Dianne Wiest","Winona Ryder",1
"Johnny Depp","Winona Ryder",1
"Alison Whelan","Brenda Fricker",1
"Alison Whelan","Daniel Day-Lewis",1
"Alison Whelan","Kirsten Sheridan",1
"Brenda Fricker","Daniel Day-Lewis",1
"Brenda Fricker","Kirsten Sheridan",1
"Daniel Day-Lewis","Kirsten Sheridan",1
"Bill Bernstein","Claire Bloom",1
"Bill Bernstein","Martin Landau",1
"Bill Bernstein","Woody Allen",1
"Claire Bloom","Martin Landau",1
"Claire Bloom","Woody Allen",1
"Martin Landau","Woody Allen",1
"Charles Martin Smith","Kevin Costner",1
"Charles Martin Smith","Robert De Niro",1
"Charles Martin Smith","Sean Connery",1
"Kevin Costner","Robert De Niro",1
"Kevin Costner","Sean Connery",1
"Robert De Niro","Sean Connery",1
"Barbara Hershey","Dianne Wiest",1
"Barbara Hershey","Mia Farrow",1
"Barbara Hershey","Michael Caine",1
"Dianne Wiest","Mia Farrow",1
"Dianne Wiest","Michael Caine",1
"Mia Farrow","Michael Caine",1
"Jonathan Pryce","Katherine Helmond",1
"Jonathan Pryce","Kim Greist",1
"Jonathan Pryce","Robert De Niro",1
"Katherine Helmond","Kim Greist",1
"Katherine Helmond","Robert De Niro",1
"Kim Greist","Robert De Niro",1
"Christopher Guest","Kimberly Stringer",1
"Christopher Guest","Michael McKean",1
"Christopher Guest","Rob Reiner",1
"Kimberly Stringer","Michael McKean",1
"Kimberly Stringer","Rob Reiner",1
"Michael McKean","Rob Reiner",1
"Darren McGavin","Melinda Dillon",1
"Darren McGavin","Peter Billingsley",1
"Darren McGavin","Scott Schwartz",1
"Melinda Dillon","Peter Billingsley",1
"Melinda Dillon","Scott Schwartz",1
"Peter Billingsley","Scott Schwartz",1
"Cab Calloway","Dan Aykroyd",1
"Cab Calloway","John Belushi",1
"Cab Calloway","John Candy",1
"Dan Aykroyd","John Belushi",1
"Dan Aykroyd","John Candy",1
"John Belushi","John Candy",1
"Diane Keaton","Mariel Hemingway",1
"Diane Keaton","Michael Murphy",1
"Mariel Hemingway","Michael Murphy",1
"Mariel Hemingway","Woody Allen",1
"Michael Murphy","Woody Allen",1
"Ann Reinking","Jessica Lange",1
"Ann Reinking","Leland Palmer",1
"Ann Reinking","Roy Scheider",1
"Jessica Lange","Leland Palmer",1
"Jessica Lange","Roy Scheider",1
"Leland Palmer","Roy Scheider",1
"David Emge","Gaylen Ross",1
"David Emge","Ken Foree",1
"David Emge","Scott H. Reiniger",1
"Gaylen Ross","Ken Foree",1
"Gaylen Ross","Scott H. Reiniger",1
"Ken Foree","Scott H. Reiniger",1
"Dustin Hoffman","Jack Warden",1
"Dustin Hoffman","Martin Balsam",1
"Dustin Hoffman","Robert Redford",1
"Jack Warden","Martin Balsam",1
"Jack Warden","Robert Redford",1
"Martin Balsam","Robert Redford",1
"Alejandro Jodorowsky","Horacio Salinas",1
"Alejandro Jodorowsky","Juan Ferrara",1
"Alejandro Jodorowsky","Zamira Saunders",1
"Horacio Salinas","Juan Ferrara",1
"Horacio Salinas","Zamira Saunders",1
"Juan Ferrara","Zamira Saunders",1
"Armando Brancia","Bruno Zanin",1
"Armando Brancia","Magali Noël",1
"Armando Brancia","Pupella Maggio",1
"Bruno Zanin","Magali Noël",1
"Bruno Zanin","Pupella Maggio",1
"Magali Noël","Pupella Maggio",1
"Bulle Ogier","Delphine Seyrig",1
"Bulle Ogier","Fernando Rey",1
"Bulle Ogier","Paul Frankeur",1
"Delphine Seyrig","Fernando Rey",1
"Delphine Seyrig","Paul Frankeur",1
"Fernando Rey","Paul Frankeur",1
"Del Negro","Helena Rojo",1
"Del Negro","Klaus Kinski",1
"Del Negro","Ruy Guerra",1
"Helena Rojo","Klaus Kinski",1
"Helena Rojo","Ruy Guerra",1
"Klaus Kinski","Ruy Guerra",1
"Bud Cort","Cyril Cusack",1
"Bud Cort","Ruth Gordon",1
"Bud Cort","Vivian Pickles",1
"Cyril Cusack","Ruth Gordon",1
"Cyril Cusack","Vivian Pickles",1
"Ruth Gordon","Vivian Pickles",1
"George C. Scott","Karl Malden",1
"George C. Scott","Michael Strong",1
"George C. Scott","Stephen Young",1
"Karl Malden","Michael Strong",1
"Karl Malden","Stephen Young",1
"Michael Strong","Stephen Young",1
"Edmond O'Brien","Ernest Borgnine",1
"Edmond O'Brien","Robert Ryan",1
"Edmond O'Brien","William Holden",1
"Ernest Borgnine","Robert Ryan",1
"Ernest Borgnine","William Holden",1
"Robert Ryan","William Holden",1
"Duane Jones","Judith O'Dea",1
"Duane Jones","Karl Hardman",1
"Duane Jones","Marilyn Eastman",1
"Judith O'Dea","Karl Hardman",1
"Judith O'Dea","Marilyn Eastman",1
"Karl Hardman","Marilyn Eastman",1
"Anthony Hopkins","John Castle",1
"Anthony Hopkins","Katharine Hepburn",1
"Anthony Hopkins","Peter O'Toole",1
"John Castle","Katharine Hepburn",1
"John Castle","Peter O'Toole",1
"Katharine Hepburn","Peter O'Toole",1
"Lee Grant","Rod Steiger",1
"Lee Grant","Sidney Poitier",1
"Lee Grant","Warren Oates",1
"Rod Steiger","Sidney Poitier",1
"Rod Steiger","Warren Oates",1
"Sidney Poitier","Warren Oates",1
"Audrey Hepburn","Cary Grant",1
"Audrey Hepburn","James Coburn",1
"Audrey Hepburn","Walter Matthau",1
"Cary Grant","James Coburn",1
"Cary Grant","Walter Matthau",1
"James Coburn","Walter Matthau",1
"Angela Lansbury","Frank Sinatra",1
"Angela Lansbury","Janet Leigh",1
"Angela Lansbury","Laurence Harvey",1
"Frank Sinatra","Janet Leigh",1
"Frank Sinatra","Laurence Harvey",1
"Janet Leigh","Laurence Harvey",1
"Charles Laughton","Jean Simmons",1
"Charles Laughton","Kirk Douglas",1
"Charles Laughton","Laurence Olivier",1
"Jean Simmons","Kirk Douglas",1
"Jean Simmons","Laurence Olivier",1
"Kirk Douglas","Laurence Olivier",1
"Dominique Blanchar","Gabriele Ferzetti",1
"Dominique Blanchar","Lea Massari",1
"Dominique Blanchar","Monica Vitti",1
"Gabriele Ferzetti","Lea Massari",1
"Gabriele Ferzetti","Monica Vitti",1
"Lea Massari","Monica Vitti",1
"Eiji Okada","Emmanuelle Riva",1
"Eiji Okada","Pierre Barbaud",1
"Eiji Okada","Stella Dassas",1
"Emmanuelle Riva","Pierre Barbaud",1
"Emmanuelle Riva","Stella Dassas",1
"Pierre Barbaud","Stella Dassas",1
"Anne Baxter","Charlton Heston",1
"Anne Baxter","Edward G. Robinson",1
"Anne Baxter","Yul Brynner",1
"Charlton Heston","Edward G. Robinson",1
"Charlton Heston","Yul Brynner",1
"Edward G. Robinson","Yul Brynner",1
"Jeffrey Hunter","John Wayne",1
"Jeffrey Hunter","Vera Miles",1
"Jeffrey Hunter","Ward Bond",1
"John Wayne","Ward Bond",2
"Vera Miles","Ward Bond",1
"Burl Ives","James Dean",1
"Burl Ives","Julie Harris",1
"Burl Ives","Raymond Massey",1
"James Dean","Julie Harris",1
"James Dean","Raymond Massey",1
"Julie Harris","Raymond Massey",1
"Gary Cooper","Grace Kelly",1
"Gary Cooper","Lloyd Bridges",1
"Gary Cooper","Thomas Mitchell",1
"Grace Kelly","Lloyd Bridges",1
"Grace Kelly","Thomas Mitchell",1
"Lloyd Bridges","Thomas Mitchell",1
"Farley Granger","Leo G. Carroll",1
"Farley Granger","Robert Walker",1
"Farley Granger","Ruth Roman",1
"Leo G. Carroll","Robert Walker",1
"Leo G. Carroll","Ruth Roman",1
"Robert Walker","Ruth Roman",1
"James Stewart","Victoria Horne",1
"James Stewart","Wallace Ford",1
"James Stewart","William H. Lynn",1
"Victoria Horne","Wallace Ford",1
"Victoria Horne","William H. Lynn",1
"Wallace Ford","William H. Lynn",1
"Edmund Gwenn","Gene Lockhart",1
"Edmund Gwenn","John Payne",1
"Edmund Gwenn","Maureen O'Hara",1
"Gene Lockhart","John Payne",1
"Gene Lockhart","Maureen O'Hara",1
"John Payne","Maureen O'Hara",1
"Cary Grant","Claude Rains",1
"Cary Grant","Ingrid Bergman",1
"Cary Grant","Louis Calhern",1
"Claude Rains","Louis Calhern",1
"Ingrid Bergman","Louis Calhern",1
"Humphrey Bogart","John Ridgely",1
"Humphrey Bogart","Lauren Bacall",3
"Humphrey Bogart","Martha Vickers",1
"John Ridgely","Lauren Bacall",1
"John Ridgely","Martha Vickers",1
"Lauren Bacall","Martha Vickers",1
"Howard Da Silva","Jane Wyman",1
"Howard Da Silva","Phillip Terry",1
"Howard Da Silva","Ray Milland",1
"Jane Wyman","Phillip Terry",1
"Jane Wyman","Ray Milland",1
"Phillip Terry","Ray Milland",1
"Cary Grant","James Stewart",1
"Cary Grant","Katharine Hepburn",2
"Cary Grant","Ruth Hussey",1
"James Stewart","Katharine Hepburn",1
"James Stewart","Ruth Hussey",1
"Katharine Hepburn","Ruth Hussey",1
"Cary Grant","Gene Lockhart",1
"Cary Grant","Ralph Bellamy",1
"Cary Grant","Rosalind Russell",1
"Gene Lockhart","Ralph Bellamy",1
"Gene Lockhart","Rosalind Russell",1
"Ralph Bellamy","Rosalind Russell",1
"Basil Rathbone","Errol Flynn",1
"Basil Rathbone","Olivia de Havilland",1
"Basil Rathbone","William Keighley",1
"Errol Flynn","Olivia de Havilland",1
"Errol Flynn","William Keighley",1
"Olivia de Havilland","William Keighley",1
"Chico Marx","Edmund Goulding",1
"Chico Marx","Groucho Marx",2
"Chico Marx","Harpo Marx",2
"Edmund Goulding","Groucho Marx",1
"Edmund Goulding","Harpo Marx",1
"Groucho Marx","Harpo Marx",2
"Bruce Cabot","Ernest B. Schoedsack",1
"Bruce Cabot","Fay Wray",1
"Bruce Cabot","Robert Armstrong",1
"Ernest B. Schoedsack","Fay Wray",1
"Ernest B. Schoedsack","Robert Armstrong",1
"Fay Wray","Robert Armstrong",1
"Leila Hyams","Olga Baclanova",1
"Leila Hyams","Roscoe Ates",1
"Leila Hyams","Wallace Ford",1
"Olga Baclanova","Roscoe Ates",1
"Olga Baclanova","Wallace Ford",1
"Roscoe Ates","Wallace Ford",1
"Alexander Granach","Greta Schröder",1
"Alexander Granach","Gustav von Wangenheim",1
"Alexander Granach","Max Schreck",1
"Greta Schröder","Gustav von Wangenheim",1
"Greta Schröder","Max Schreck",1
"Gustav von Wangenheim","Max Schreck",1
"Charlie Hunnam","Jeremy Strong",1
"Charlie Hunnam","Matthew McConaughey",1
"Charlie Hunnam","Michelle Dockery",1
"Jeremy Strong","Matthew McConaughey",1
"Jeremy Strong","Michelle Dockery",1
"Matthew McConaughey","Michelle Dockery",1
"Alia Bhatt","Rajit Kapoor",1
"Alia Bhatt","Shishir Sharma",1
"Alia Bhatt","Vicky Kaushal",1
"Rajit Kapoor","Shishir Sharma",1
"Rajit Kapoor","Vicky Kaushal",1
"Shishir Sharma","Vicky Kaushal",1
"Lauren Ridloff","Olivia Cooke",1
"Lauren Ridloff","Paul Raci",1
"Lauren Ridloff","Riz Ahmed",1
"Olivia Cooke","Paul Raci",1
"Olivia Cooke","Riz Ahmed",1
"Paul Raci","Riz Ahmed",1
"Babak Karimi","Mina Sadati",1
"Babak Karimi","Shahab Hosseini",1
"Babak Karimi","Taraneh Alidoosti",1
"Mina Sadati","Shahab Hosseini",1
"Mina Sadati","Taraneh Alidoosti",1
"Barry Keoghan","Fionn Whitehead",1
"Barry Keoghan","Mark Rylance",1
"Barry Keoghan","Tom Hardy",1
"Fionn Whitehead","Mark Rylance",1
"Fionn Whitehead","Tom Hardy",1
"Mark Rylance","Tom Hardy",1
"Anna Foglietta","Edoardo Leo",1
"Anna Foglietta","Giuseppe Battiston",1
"Anna Foglietta","Marco Giallini",1
"Edoardo Leo","Giuseppe Battiston",1
"Edoardo Leo","Marco Giallini",1
"Giuseppe Battiston","Marco Giallini",1
"Janelle Monáe","Kevin Costner",1
"Janelle Monáe","Octavia Spencer",1
"Janelle Monáe","Taraji P. Henson",1
"Kevin Costner","Octavia Spencer",1
"Kevin Costner","Taraji P. Henson",1
"Octavia Spencer","Taraji P. Henson",1
"Ben Whishaw","Hugh Bonneville",1
"Ben Whishaw","Hugh Grant",1
"Ben Whishaw","Sally Hawkins",1
"Hugh Bonneville","Hugh Grant",1
"Hugh Bonneville","Sally Hawkins",1
"Hugh Grant","Sally Hawkins",1
"Alia Bhatt","Diljit Dosanjh",1
"Alia Bhatt","Kareena Kapoor",1
"Alia Bhatt","Shahid Kapoor",1
"Diljit Dosanjh","Kareena Kapoor",1
"Diljit Dosanjh","Shahid Kapoor",1
"Art Parkinson","Charlize Theron",1
"Art Parkinson","Matthew McConaughey",1
"Art Parkinson","Ralph Fiennes",1
"Charlize Theron","Matthew McConaughey",1
"Charlize Theron","Ralph Fiennes",1
"Matthew McConaughey","Ralph Fiennes",1
"Anupam Kher","Disha Patani",1
"Anupam Kher","Kiara Advani",1
"Anupam Kher","Sushant Singh Rajput",1
"Disha Patani","Kiara Advani",1
"Disha Patani","Sushant Singh Rajput",1
"Kiara Advani","Sushant Singh Rajput",1
"Casey Affleck","Kyle Chandler",1
"Casey Affleck","Lucas Hedges",1
"Casey Affleck","Michelle Williams",1
"Kyle Chandler","Lucas Hedges",1
"Kyle Chandler","Michelle Williams",1
"Lucas Hedges","Michelle Williams",1
"Joel Basman","Louis Hofmann",1
"Joel Basman","Mikkel Boe Følsgaard",1
"Joel Basman","Roland Møller",1
"Louis Hofmann","Mikkel Boe Følsgaard",1
"Louis Hofmann","Roland Møller",1
"Mikkel Boe Følsgaard","Roland Møller",1
"Alan Tudyk","Diego Luna",1
"Alan Tudyk","Donnie Yen",1
"Alan Tudyk","Felicity Jones",1
"Diego Luna","Donnie Yen",1
"Diego Luna","Felicity Jones",1
"Donnie Yen","Felicity Jones",1
"Joe Russo","Scarlett Johansson",2
"Jennifer Jason Leigh","Kurt Russell",1
"Jennifer Jason Leigh","Samuel L. Jackson",1
"Jennifer Jason Leigh","Walton Goggins",1
"Kurt Russell","Samuel L. Jackson",1
"Kurt Russell","Walton Goggins",1
"Samuel L. Jackson","Walton Goggins",1
"Eliza Scanlen","Emma Watson",1
"Eliza Scanlen","Florence Pugh",1
"Eliza Scanlen","Saoirse Ronan",1
"Emma Watson","Florence Pugh",1
"Emma Watson","Saoirse Ronan",1
"Florence Pugh","Saoirse Ronan",1
"Douglas Booth","Hugh Welchman",1
"Douglas Booth","Jerome Flynn",1
"Douglas Booth","Robert Gulaczyk",1
"Hugh Welchman","Jerome Flynn",1
"Hugh Welchman","Robert Gulaczyk",1
"Jerome Flynn","Robert Gulaczyk",1
"Bill Nighy","Dominic West",1
"Bill Nighy","Imelda Staunton",1
"Bill Nighy","Paddy Considine",1
"Dominic West","Imelda Staunton",1
"Dominic West","Paddy Considine",1
"Imelda Staunton","Paddy Considine",1
"Ali Mosaffa","Bérénice Bejo",1
"Ali Mosaffa","Pauline Burlet",1
"Ali Mosaffa","Tahar Rahim",1
"Bérénice Bejo","Pauline Burlet",1
"Bérénice Bejo","Tahar Rahim",1
"Pauline Burlet","Tahar Rahim",1
"Carlo Buccirosso","Carlo Verdone",1
"Carlo Buccirosso","Sabrina Ferilli",1
"Carlo Buccirosso","Toni Servillo",1
"Carlo Verdone","Sabrina Ferilli",1
"Carlo Verdone","Toni Servillo",1
"Sabrina Ferilli","Toni Servillo",1
"Irrfan Khan","Lillete Dubey",1
"Irrfan Khan","Nawazuddin Siddiqui",1
"Irrfan Khan","Nimrat Kaur",1
"Lillete Dubey","Nawazuddin Siddiqui",1
"Lillete Dubey","Nimrat Kaur",1
"Nawazuddin Siddiqui","Nimrat Kaur",1
"Annu Kapoor","Ayushmann Khurrana",1
"Annu Kapoor","Dolly Ahluwalia",1
"Annu Kapoor","Yami Gautam",1
"Ayushmann Khurrana","Dolly Ahluwalia",1
"Ayushmann Khurrana","Yami Gautam",1
"Dolly Ahluwalia","Yami Gautam",1
"Chris Williams","Jamie Chung",1
"Chris Williams","Ryan Potter",1
"Chris Williams","Scott Adsit",1
"Jamie Chung","Ryan Potter",1
"Jamie Chung","Scott Adsit",1
"Ryan Potter","Scott Adsit",1
"Bill Nighy","Domhnall Gleeson",1
"Bill Nighy","Lydia Wilson",1
"Bill Nighy","Rachel McAdams",1
"Domhnall Gleeson","Lydia Wilson",1
"Domhnall Gleeson","Rachel McAdams",1
"Lydia Wilson","Rachel McAdams",1
"Adil Hussain","Mehdi Nebbou",1
"Adil Hussain","Priya Anand",1
"Adil Hussain","Sridevi",1
"Mehdi Nebbou","Priya Anand",1
"Mehdi Nebbou","Sridevi",1
"Priya Anand","Sridevi",1
"Hideaki Anno","Hidetoshi Nishijima",1
"Hideaki Anno","Masahiko Nishimura",1
"Hideaki Anno","Miori Takimoto",1
"Hidetoshi Nishijima","Masahiko Nishimura",1
"Hidetoshi Nishijima","Miori Takimoto",1
"Masahiko Nishimura","Miori Takimoto",1
"Annie Potts","Tim Allen",1
"Annie Potts","Tom Hanks",1
"Annie Potts","Tony Hale",1
"Tim Allen","Tony Hale",1
"Tom Hanks","Tony Hale",1
"Donald Sutherland","Geoffrey Rush",1
"Donald Sutherland","Jim Sturgess",1
"Donald Sutherland","Sylvia Hoeks",1
"Geoffrey Rush","Jim Sturgess",1
"Geoffrey Rush","Sylvia Hoeks",1
"Jim Sturgess","Sylvia Hoeks",1
"Bill Murray","Bruce Willis",1
"Bill Murray","Jared Gilman",1
"Bill Murray","Kara Hayward",1
"Bruce Willis","Jared Gilman",1
"Bruce Willis","Kara Hayward",1
"Jared Gilman","Kara Hayward",1
"Cate Blanchett","Craig Ferguson",1
"Cate Blanchett","Gerard Butler",1
"Cate Blanchett","Jay Baruchel",1
"Craig Ferguson","Gerard Butler",1
"Craig Ferguson","Jay Baruchel",1
"Brad Pitt","Christian Bale",1
"Brad Pitt","Ryan Gosling",1
"Brad Pitt","Steve Carell",1
"Christian Bale","Ryan Gosling",1
"Christian Bale","Steve Carell",1
"Ryan Gosling","Steve Carell",1
"Masaki Okada","Takako Matsu",1
"Masaki Okada","Yoshino Kimura",1
"Masaki Okada","Yukito Nishii",1
"Takako Matsu","Yoshino Kimura",1
"Takako Matsu","Yukito Nishii",1
"Yoshino Kimura","Yukito Nishii",1
"Choi Min-sik","Ho-jin Chun",1
"Choi Min-sik","Jeon Gook-Hwan",1
"Choi Min-sik","Lee Byung-Hun",1
"Ho-jin Chun","Jeon Gook-Hwan",1
"Ho-jin Chun","Lee Byung-Hun",1
"Jeon Gook-Hwan","Lee Byung-Hun",1
"Christopher Plummer","Daniel Craig",1
"Christopher Plummer","Rooney Mara",1
"Christopher Plummer","Stellan Skarsgård",1
"Daniel Craig","Rooney Mara",1
"Daniel Craig","Stellan Skarsgård",1
"Rooney Mara","Stellan Skarsgård",1
"Barkhad Abdi","Barkhad Abdirahman",1
"Barkhad Abdi","Catherine Keener",1
"Barkhad Abdi","Tom Hanks",1
"Barkhad Abdirahman","Catherine Keener",1
"Barkhad Abdirahman","Tom Hanks",1
"Catherine Keener","Tom Hanks",1
"Hee-won Kim","Sae-ron Kim",1
"Hee-won Kim","Tae-hoon Kim",1
"Hee-won Kim","Won Bin",1
"Sae-ron Kim","Tae-hoon Kim",1
"Sae-ron Kim","Won Bin",1
"Tae-hoon Kim","Won Bin",1
"Corey Hawkins","Jason Mitchell",1
"Corey Hawkins","Neil Brown Jr.",1
"Corey Hawkins","O'Shea Jackson Jr.",1
"Jason Mitchell","Neil Brown Jr.",1
"Jason Mitchell","O'Shea Jackson Jr.",1
"Neil Brown Jr.","O'Shea Jackson Jr.",1
"Hye-ja Kim","Je-mun Yun",1
"Hye-ja Kim","Jin Goo",1
"Hye-ja Kim","Won Bin",1
"Je-mun Yun","Jin Goo",1
"Je-mun Yun","Won Bin",1
"Jin Goo","Won Bin",1
"Jung-woo Ha","Kim Yoon-seok",1
"Jung-woo Ha","Yeong-hie Seo",1
"Jung-woo Ha","Yoo-Jeong Kim",1
"Kim Yoon-seok","Yeong-hie Seo",1
"Kim Yoon-seok","Yoo-Jeong Kim",1
"Yeong-hie Seo","Yoo-Jeong Kim",1
"Ian McKellen","Ken Stott",1
"Ian McKellen","Martin Freeman",2
"Ian McKellen","Richard Armitage",2
"Ken Stott","Martin Freeman",1
"Ken Stott","Richard Armitage",1
"Martin Freeman","Richard Armitage",2
"Christian Friedel","Ernst Jacobi",1
"Christian Friedel","Leonie Benesch",1
"Christian Friedel","Ulrich Tukur",1
"Ernst Jacobi","Leonie Benesch",1
"Ernst Jacobi","Ulrich Tukur",1
"Leonie Benesch","Ulrich Tukur",1
"Ewa Fröling","Lena Endre",1
"Ewa Fröling","Michael Nyqvist",1
"Ewa Fröling","Noomi Rapace",1
"Lena Endre","Michael Nyqvist",1
"Lena Endre","Noomi Rapace",1
"Michael Nyqvist","Noomi Rapace",1
"Alex Sharp","Eddie Redmayne",1
